company_id;name;sector;sessions
C_chabaqa;Chabaqa;EdTech;04/2026
C_chachia;chachia;Commerce and shopping;06/2022
C_chaimacreation;Chaima Création;Other;06/2026
C_chantier;Chantier;Non renseigné;12/2019
C_chanvision;Chanvision;Business Software and services;11/2023
C_chariotech;Chariotech;Mohamed Yassine Derbel Adem Bouatay Mouhaned Ben Abdelhafidh;10/2024
C_charliz;Charliz;Commerce and shopping;04/2024
C_chatbottn;Chatbot.tn;Consumer Products & Services;03/2022
C_checkcheck;Check Check;Fintech;04/2021
C_checkn;check'n;Ad Tech and Creative Tech;12/2024
C_cheezwall;CheezWall;Non renseigné;04/2020
C_chendir;chendir;Social Business;10/2021
C_chequesinstantanes;Chèques Instantanés;Non renseigné;01/2020
C_cherryerp;Cherry ERP;Business Software and services;02/2024
C_cherrysoft;CHERRY SOFT;Business Software and services;03/2024
C_chfammaftour;Chfamma Ftour;FoodTech & New Food;12/2022
C_chicify;Chicify;Commerce and shopping;06/2023
C_chihebrais;CHIHEB RAIS;TravelTech;03/2021
C_chilift;chilift;Wellness;10/2022
C_chilllit;Chill&Lit;"E-commerce; Marketplace";"01/2021; 10/2021"
C_chimieverte;Chimie Verte;CleanTech;04/2026
C_chitelix;CHITELIX;Agritech;"04/2024; 10/2023"
C_chkobbaheroes;Chkobba Heroes;Ad Tech and Creative Tech;05/2025
C_chlorisflowers;CHLORIS Flowers;Consumer products and services;09/2022
C_chlorofin;CHLOROFIN;Marketplace;10/2021
C_chmisa;CHMISA;"Logiciel; Non renseigné";"03/2020; 07/2020"
C_chosa;Chosa;Business Software;11/2021
C_choufli;Choufli;Social Business;11/2025
C_citius;CITIUS;Non renseigné;03/2020
C_citrustech;citrustech;Agritech;02/2026
C_civilab;CIVILAB;Ad Tech and Creative Tech;03/2023
C_civitas;Civitas;Logiciel;11/2020
C_civitasdigital;CIVITAS DIGITAL;Business Software;03/2021
C_classquiz;Class Quiz;Non renseigné;02/2020
C_classroom;Classroom;Autre contenu créatif;10/2020
C_clean2win;Clean2win;Environment;06/2025
C_cleanance;Cleanance;Social Business;02/2025
C_cleanoov;cleanoov;Robotics;05/2026
C_clediss;CLEDISS;Logiciel;06/2020
C_cleversched;CLEVERSCHED;RH;06/2026
C_clicar;Clicar;Riahi Thamer Jemaii Belhassen;10/2024
C_clicholidays;Clic Holidays;TravelTech;"07/2023; 08/2023"
C_clickandcollect;CLICK AND COLLECT;Commerce and shopping;03/2025
C_clickandwin;Click and Win;Services de communication;10/2021
C_clickbus;ClickBus;Logistique;11/2020
C_clickevent;ClickEvent;Social Business;08/2024
C_clicktoknow;CLICK TO KNOW;EdTech;08/2022
C_clicsos;Clic SOS;Mobility;11/2025
C_clictoknow;Clic to know;EdTech;02/2022
C_clik2readmiplivrel;clik2read/MIP Livrel;EdTech;"01/2023; 08/2023"
C_cloudcommitsoftwaresolutions;Cloud Commit Software Solutions;Security;09/2025
C_club;CLUB;Consumer products and services;05/2024
C_clubedge;Clubedge;Social Business;10/2025
C_clubedgedigitalsystems;Clubedge Digital Systems;Social Business;04/2026
C_clubi;CLUBI;Consumer products and services;08/2025
C_clubprivilegesbigdeal;Club privilèges / BIGDeal;Non renseigné;12/2019
C_clueboxtunisia;Cluebox Tunisia;Business Software and services;08/2024
C_cmind;C'mind;"Health care; HealthTech";"01/2023; 06/2022; 08/2021"
C_cnbees;CnBees;Fintech;03/2026
C_cnmcommunityhub;CNM Community Hub;Business Software and services;03/2024
C_coachingfoot;Coaching Foot;E-commerce;07/2019
C_coachini;Coachini;Marketplace;11/2021
C_coadis;COADIS;Advanced Manufacturing & Robocs;02/2023
C_coartcontainercreatif;Coart Container Creatif;Creative industry;07/2021
C_coccinellegreen;Coccinelle Green;Mobility;09/2023
C_codeproqr;Code Pro Qr;Business Software and services;01/2024
C_codetn;code.tn;EdTech;08/2024
C_codoc;CODOC;EdTech;03/2025
C_cogeex;Cogeex;Business Software and services;"05/2025; 09/2024"
C_cogitoly;Cogitoly;EdTech;"10/2025; 11/2025"
C_cogniratunisia;Cognira Tunisia;"AI; Business Software & Services";"01/2021; 05/2024"
C_cognitiex;cognitiex;EdTech;02/2026
C_cohealth;COHEALTH;HealthTech;01/2024
C_coinsence;Coinsence;Non renseigné;02/2020
C_coleaagritech;COLEA AgriTech;Agritech;"04/2026; 10/2025"
C_colisnet;Colisnet;Business Software and services;06/2023
C_colispo;COLISPO;TravelTech;01/2023
C_collabera;Collabera;EdTech;06/2025
C_collaborativesmartools;Collaborative smartools;Fintech;06/2022
C_collary;COLLARY;Business Software and services;10/2023
C_colocqui;Coloc'Qui;"PropTech; Real Estate Tech";"10/2022; 10/2024"
C_colombuscapital;COLOMBUS CAPITAL;Fintech;04/2024
C_colorandnaturalextractscnexts;"Color and Natural Extracts ""C-Nexts""";FoodTech & New Food;10/2022
C_comengineering;ComEngineering;IoT;04/2019
C_compaktor;Compaktor;Business Software;07/2021
C_compassit;Compass IT;Non renseigné;03/2020
C_comporoll;Comporoll;Environment/Energie;06/2022
C_comptarise;ComptaRise;Fintech;03/2026
C_comptasmart;compta-smart;Fintech;08/2025
C_comptasmartsolution;Compta Smart Solution;Business Software and services;10/2025
C_comptasmartsolutions;Compta Smart Solutions;Business Software and services;01/2026
C_conceptiondebiocapteurpourla;conception de biocapteur pour la;HealthTech;04/2024
C_conceptionetventedunsystemedetelegestiondenergieel;Conception et vente d'un système de télégestion d'énergie électrique;Non renseigné;05/2020
C_conceptionformulationetproductiondedispositifsphar;Conception, formulation et production de dispositifs pharmaceutiques à base de principes actifs de plantes aromatiques et médicinales pour le;HealthTech;04/2023
C_confirmed;Confirmed;Commerce and shopping;03/2026
C_connecteurbipolaireaserrageindependantcbsi;Connecteur bipolaire à serrage indépendant (CB-SI);Advanced Manufacturing & Robotics;"02/2025; 07/2025"
C_connecttalents;Connect Talents;HR;06/2020
C_connextream;ConneXtream;AdTech;06/2026
C_consulti;Consulti;Non renseigné;"01/2020; 02/2020"
C_content360;content360;Business Software and services;04/2024
C_contigobookingevents;Contigo Booking Events;Consumer Product & Services;03/2023
C_contractzlab;Contractzlab;Business Software and services;"05/2024; 12/2023"
C_contratou;Contratou;Business Software & Services;07/2022
C_controlmed;Controlmed;"AgriTech; Agritech";"03/2021; 06/2022"
C_contyfind;ContyFind;"Business Software & Services; Business Software and Services";"03/2023; 10/2022"
C_convergeinnov;ConvergeInnov;Real Estate Tech;06/2025
C_convergen;Convergen;Creative industry;06/2021
C_convergenceai;ConvergenceAI;Business Software and services;02/2024
C_converty;Converty;Commerce and shopping;09/2024
C_cookit;cookit;FoodTech & New Food;06/2023
C_coopess;COOP'ESS;Social Business;02/2024
C_cooptatio;Cooptatio;"Business Software; Social Business";"06/2021; 09/2021"
C_coqpilot;Coq Pilot;Ad Tech and Creative Tech;10/2024
C_coradash;CORADASH;"Health tech & wellbeing; HealthTech & wellbeing";"01/2022; 10/2022"
C_corhexia;CorHexia;HealthTech;05/2026
C_cosmetiquebiophyto;COSMETIQUE BIO-PHYTO;HealthTech;01/2024
C_cosmos;Cosmos;Business Software and services;03/2026
C_cosolar;Co-Solar;Non renseigné;02/2020
C_costun;COSTUN;Non renseigné;03/2020
C_coucheiageneratricedeworkflowinterfaceshommemachin;Couche IA génératrice de workflow, Interfaces homme machine et reporting IA;Business Software and services;12/2025
C_coursegolf;Course Golf;Non renseigné;04/2020
C_coursesgolf;Coursesgolf;Non renseigné;10/2019
C_coursify;Coursify;EdTech;02/2021
C_courskamp;Courskamp;EdTech;06/2022
C_courzelo;CourZelo;EdTech;03/2023
C_couscousconnection;Couscous Connection;Non renseigné;10/2019
C_crabhouse;CRABHOUSE;FoodTech & New Food;05/2021
C_craftaroom;CraftARoom;Business Software and services;05/2024
C_crafty;Craft'y;Commerce and shopping;06/2024
C_cratosusa;CRATOSUSA;Non renseigné;01/2020
C_crawn;CRAWN;Health tech & wellbeing;03/2022
C_creancestn;creances.tn;Fintech;04/2021
C_creativecontent;Creativecontent;Ad Tech and Creative Tech;05/2023
C_creativeculinary;CREATIVE CULINARY;E-commerce;06/2019
C_creatiview;CreatiView;Non renseigné;10/2019
C_creometry;Creometry;Telecom;"03/2021; 10/2020"
C_crispydoc;CRISPY DOC;Business Software and services;04/2025
C_crococoder;CrocoCoder;EdTech;07/2020
C_cropstalk;Crop's Talk;Agritech;01/2023
C_cseoleavia;C&S EoleAvia;Communication services;10/2023
C_ctasim;Ctasim;HealthTech;02/2025
C_cubed;Cubed;Marketing;09/2020
C_cuida;CUIDA;Health care;09/2021
C_culinary;Culinary;FoodTech & New Food;12/2022
C_culturify;culturify;TravelTech;05/2024
C_cure;CURE;Non renseigné;10/2019
C_curecare;Cure Care;HealthTech;03/2026
C_curvesmiles;Curve & Smiles;HealthTech;03/2023
C_customing;Customing;Energie;02/2021
C_cvhub;CvHub;Ad Tech and Creative Tech;01/2026
C_cwcloud;CWcloud;Business Software and services;"02/2025; 09/2024"
C_cynoia;CYNOIA;Non renseigné;12/2019
C_cyraautotunisie;Cyra Auto Tunisie;Business Software and services;12/2023
C_cytekia;Cytekia;CyberSecurity;06/2022
C_dabchy;Dabchy;E-Commerce;03/2019
C_dabygo;DABy Go;Fintech;09/2022
C_dactylosservice;Dactylos Service;Communication services;09/2023
C_dagish;Dagish;Ad Tech and Creative Tech;12/2024
C_dailymaps;Dailymaps;Ad Tech and Creative Tech;10/2022
C_daktari;DAKTARI;HealthTech;05/2024
C_dalabtech;D.A LABTECH;Business Software and services;07/2025
C_damdoum;Damdoum;Ad Tech & Creative Tech;07/2023
C_darblockchain;DAR BLOCKCHAIN;Ad Tech and Creative Tech;06/2024
C_darenup;Darenup;Plateforme Social;04/2021
C_dari;Dari;Real Estate Tech;"01/2025; 02/2024; 02/2025"
C_darli;Darli;Real Estate Tech;02/2026
C_darraja;Darraja;Mobility;09/2025
C_darydar;DaryDar;Non renseigné;01/2020
C_dashmaster;DashMaster;Business Software and services;"01/2026; 12/2025"
C_dashsports;dash sports;"Welllness; Wellness";"02/2025; 08/2023"
C_datablic;DATABLIC;Communication services;12/2023
C_dataera;DATAERA;"Big Data; E-Commerce";"04/2026; 06/2019"
C_dataforbrands;Data For Brands;"AI; Business Software & Services";"02/2022; 12/2021"
C_datagram;Datagram;Big Data;12/2020
C_dataindus;DataIndus;Advanced Manufacturing & Robotics;03/2026
C_dataperformers;Dataperformers;Non renseigné;08/2019
C_datascai;DATASCAI;Big Data;07/2020
C_datascale;Data Scale;Business Software and services;06/2024
C_datascaleai;Data scale Ai;Business Software and services;07/2025
C_datasense;DataSense;Services de communication;04/2021
C_datavision;Datavision;"AI; Non renseigné";"10/2019; 12/2021"
C_datavora;Datavora;E-Commerce;03/2019
C_datum;DATUM;Ad Tech and Creative Tech;09/2022
C_dawwerni;Dawwerni;Business Software and services;08/2025
C_dawyny;Dawyny;Health tech & wellbeing;01/2022
C_dcarte;D-carte;"Business Software and services; Services de communication";"08/2022; 10/2021"
C_dcartesolutions;D-carte solutions;Business Software & Services;11/2022
C_dcustomizedsolution;D Customized Solution;Business Software and services;01/2024
C_dcx;DCX;Non renseigné;01/2020
C_ddctunis;DDC Tunis;Creative industry;06/2021
C_declitech;DecliTech;EdTech;12/2025
C_decotis;Décotis;Real Estate tech;"04/2021; 10/2021"
C_dedalesolutions;DEDALE SOLUTIONS;Fintech;08/2020
C_deelshop;Deelshop;Consumer products and services;11/2023
C_deepai;DeepAI;Ad Tech and Creative Tech;11/2022
C_deepaiartificialintelligenceandsoftwares;DEEPAI Artificial Intelligence and Softwares;Ad Tech & Creative Tech;05/2023
C_deepcamp;Deep Camp;EdTech;08/2023
C_deepconvo;Deepconvo;Business Software and services;05/2025
C_deepera;DEEPERA;E-Commerce;06/2019
C_deepflows;DEEP FLOWS;Mobility;04/2021
C_deepic;Deepic;HealthTech;08/2025
C_deepinfluence;Deepinfluence;EdTech;12/2025
C_deepnrise;Deepnrise;Business Software and services;05/2023
C_deeprof;DEEPROF;EdTech;11/2024
C_deepth;Deepth;"Health care; Health tech & wellbeing";"01/2022; 03/2021"
C_deepvolt;DeepVolt;Mobility;03/2022
C_deevium;Deevium;Business Software and services;03/2024
C_defendr;DEFENDR;Business Software and services;"02/2025; 06/2024; 08/2025"
C_defouli;DEFOULI;TravelTech;06/2022
C_degla;Degla;Business Software and services;03/2026
C_degloliva;DEGLOLIVA;HealthTech;05/2024
C_dekortikplus;DEKORTIK PLUS;Real Estate Tech;03/2023
C_delifood;Delifood;FoodTech & New Food;"01/2022; 05/2021"
C_delisolutions;Deli Solutions;E-Commerce;05/2019
C_delivery;Delivery;Marketplace;09/2021
C_delivs;Deliv's;FoodTech & New Food;03/2021
C_deltabionic;Deltabionic;Advanced Manufacturing & Robotics;11/2022
C_denariuspaymentservices;Denarius Payment Services;FinTech;11/2022
C_dengry619;DENGRY619;Commerce and shopping;07/2022
C_dentallx;Dentallx;HealthTech;11/2022
C_dentameet;DentaMeet;HealthTech;05/2024
C_dentic;Dentic;Non renseigné;03/2020
C_dentistup;DentistUP;HealthTech;"07/2023; 09/2022"
C_dentistupyiatroscommunity;DentistUP / Yiatros Community;HealthTech;05/2025
C_depogro;Depogro;Commerce and shopping;12/2024
C_designland;Designland;Ad Tech and Creative Tech;11/2024
C_destockingpartner;DestockingPartner;Commerce and shopping;06/2024
C_detavoon;Detavoon;HealthTech;03/2023
C_dev2dev;Dev2Dev;Fintech;02/2021
C_devanddataops;DEV and DATAOPS;Services de communication;12/2021
C_developpementdapplicationscomptablesgestionfinance;Développement d'applications comptables, gestion, finance;Logiciel;05/2019
C_developpementdunbiomedicamentantiobesite;Développement d'un biomédicament anti-obésité;HealthTech & wellbeing;05/2022
C_devencelab;DEVENCE LAB;CyberSecurity;06/2026
C_devicespeak;DeviceSpeak;Consumer products and services;12/2023
C_devolution;DeVolution;Edtech;04/2026
C_devolutionstudio;DeVolution studio;Ed Tech;07/2019
C_devortex;Devortex;Environment;06/2024
C_dgtwin;DG TWIN;Real Estate Tech;04/2025
C_diaindustries;DIA industries;"Advanced Manufacturing & Robotics; dvanced Manufacturing & Robotic";"01/2026; 09/2025"
C_didamind;DIDA MIND;IoT;08/2020
C_didondata;DiDonData;HealthTech;01/2025
C_digehealthtn;Digehealth TN;HealthTech;"06/2025; 09/2025"
C_digex;Digex;Commerce & Shopping;10/2022
C_digiconstat;DigiConstat;Non renseigné;03/2020
C_digiflow;Digiflow;Fintech;06/2021
C_digify;Digify;EdTech;03/2023
C_digihire;Digi-Hire;Business Software;04/2021
C_digihunt;Digihunt;Business Software & Services;"04/2022; 10/2022"
C_digimove;DigiMove;EdTech;01/2023
C_digimy;DIGIMY;Learning;04/2026
C_digipages;Digipages;FoodTech & New Food;"07/2022; 10/2021; 11/2021"
C_digiportal;Digi Portal;Business Software and services;07/2023
C_digiqal;Digi-QAL;Business Software and services;09/2023
C_digiquorum;DigiQuorum;"Business Software and services; Business Soware and services";"02/2023; 03/2026; 06/2022"
C_digistart;Digistart;Non renseigné;09/2019
C_digistract;DigiStract;HealthTech;10/2023
C_digital2value;Digital2Value;Non renseigné;01/2020
C_digitalcateringsolution;Digital Catering Solution;Business Software and services;11/2023
C_digitalcityinnovation;DIGITAL CITY INNOVATION;Social Business;"01/2023; 10/2022"
C_digitaldeals;Digital Deals;Social Business;06/2021
C_digitaldealsgroup;Digital Deals Group;Commerce and shopping;05/2022
C_digitaldrina;DIGITAL DRINA;Services de communication;09/2021
C_digitalfibersolutions;Digital Fiber Solutions;Services de communication;03/2022
C_digitalgroupperformance;Digital group performance;Services de communication;05/2021
C_digitalgrowupapplicationsdga;Digital GROWUP APPLICATIONS « DGA »;Logiciel;08/2020
C_digitalhealthservicessolutions;Digital Health Services & Solutions;"Health care; Healthcare & Wellness";"11/2021; 12/2021"
C_digitalimmo;Digitalimmo;Real Estate Tech;03/2023
C_digitalworksolutions;Digital work solutions;Business Software & Services;"04/2022; 09/2022"
C_digitech;DIGI-TECH;Services de communication;05/2021
C_digitechbridge360;DigiTechBridge360;Business Software and services;03/2026
C_digitin;DIGITIN;Creative industry;"04/2021; 09/2021"
C_digitustechnologies;Digitus Technologies;Non renseigné;05/2020
C_digiupagri;Digi Up Agri;Agritech;"05/2025; 09/2024"
C_digiwaysolutions;DIGIWAY SOLUTIONS;AI;10/2020
C_digix;Digix;Social Business;02/2022
C_digizone;DIGIZONE;Marketplace;10/2021
C_digmaco;DIGMACO;Business Software & Services;06/2022
C_dimazina;DIMAZINA;"Social Business; Social business";"04/2021; 09/2021"
C_dinaro;Dinaro;Fintech;09/2020
C_dingo;Dingo;Mobility;12/2025
C_dipawer;DIPAWER;Business Software and services;02/2025
C_directdk;Direct DK;FoodTech & New Food;04/2021
C_discounts;Discounts;Marketplace / e-commerce;04/2026
C_discovertunisia;Discover Tunisia;Ad Tech and Creative Tech;01/2024
C_diyesegen;Diyese-GEN;Business Software and services;02/2026
C_djanguil;Djanguil;Business Software and services;03/2026
C_djerbadigital;Djerba Digital;Business Software and services;05/2023
C_djubatusr;DJubatusR;Business Software & Services;01/2022
C_dlilek;Dlilek;Plateforme Social;06/2021
C_dlileknetwork;Dlilek Network;Marketplace;12/2021
C_dlsgaming;DLSgaming;EdTech;03/2023
C_dmnova;DM NOVA;EdTech;03/2023
C_docic;Docic;HealthTech;01/2025
C_docinov;Docinov;HealthTech;06/2022
C_docnet;Docnet;HealthTech;"09/2023; 11/2024"
C_docodifytechnologies;Docodify Technologies;IoT;06/2020
C_docshipper;DocShipper;Consumer products and services;08/2022
C_doctorka;Doctorka;Non renseigné;05/2020
C_doctorsina;Doctor Sina;"Health tech; Non renseigné";"01/2020; 06/2019"
C_doctouri;DOCTOURI;HealthTech;05/2025
C_doctourna;Doctourna;Health Tech;09/2020
C_doctunity;DOCTUNITY;HealthTech;08/2024
C_doken;Doken;Ad Tech and Creative Tech;12/2023
C_dokeni;Dokeni;Logistique;07/2021
C_dolcevitaoverseas;Dolce Vita Overseas;Social Business;06/2021
C_domaineelhtouba;Domaine El Htouba;Consumer products and services;12/2023
C_domiciliertn;Domicilier.tn;Business Software;10/2021
C_domodar;Domodar;IoT;04/2019
C_domotec;Domotec;IOT;05/2019
C_domoticaza;Domoticaza;Non renseigné;"04/2020; 11/2019"
C_dooda;Dooda;FoodTech & New Food;01/2023
C_doorknockpro;Door Knock Pro;Business Software and services;05/2025
C_dootify;DootiFy;Business Software and services;"02/2025; 08/2025"
C_dopawin;Dopawin;Communication services;09/2023
C_doqtoor;Doqtoor;Non renseigné;01/2020
C_dorry;DORRY;Fintech;07/2021
C_dorrybio;DORRY BIO;Marketplace;11/2021
C_doseon;Dose'On;Ad Tech and Creative Tech;06/2025
C_dossimed;DossiMed;HealthTech;05/2026
C_dotstechnology;DOTS TECHNOLOGY;Consumer products and services;12/2022
C_doulicha;Doulicha;TravelTech;03/2023
C_dourbia;DourbIA;TravelTech;"03/2023; 11/2023"
C_dourou;Dourou;Payments;06/2026
C_dowell;DoWell;HealthTech;08/2025
C_doxaria;Doxaria;Business Software and services;"08/2025; 11/2024"
C_dqal;DQAL;Business Software and services;03/2024
C_dqlick;Dqlick;"Insurance Tech; Insure Tech";"04/2019; 06/2026"
C_dracoss;DRACOSS;"Environment & Energy; Non renseigné";"04/2020; 12/2021"
C_dreamforfun;Dream for fun;Business Software and services;08/2022
C_drestekdestinationrevenuestrategytechnologies;DRESTEK ( Destination Revenue Strategy Technologies);TravelTech;10/2022
C_dresttn;Drest.tn;Business Software;03/2021
C_drillserv;DrillSERV;Non renseigné;11/2019
C_drivengomobilecarsolutions;Drive N Go Mobile Car Solutions;Logistics;06/2026
C_drivitn;Drivi.tn;EdTech;03/2026
C_drivoxe;DRIVOXE.;"Ad Tech & Creative Tech; Ad Tech and Creative Tech";"05/2024; 08/2024"
C_drobee;DROBEE;Agritech;07/2021
C_dronefilaire;Drone filaire;Autre contenu créatif;08/2020
C_droneintelligent;drone intelligent;Creative industry;04/2021
C_dronevision;DroneVision;Business Software and services;01/2025
C_dronia;Dronia;Agritech;06/2025
C_droopex;Droopex;Logistique;12/2020
C_droplocalai;droplocal.ai;Commerce and shopping;04/2023
C_dropngo;Drop'n Go;Consumer products and services;08/2023
C_droppy;Droppy;Commerce and shopping;12/2024
C_dropwisetechnologie;DropWise Technologie;Agritech;03/2026
C_drugit;DrugIT;"HealthTech; Pharma";"06/2026; 10/2024"
C_drwell;DR.WELL;"HealthTech & wellbeing; Wellness";"05/2022; 05/2025; 11/2025"
C_dryrolls;Dry Rolls;FoodTech & New Food;07/2024
C_drysek;DRYSEK;"Agritech; Non renseigné";"01/2020; 06/2021"
C_dsapdatasystemanalysisplatform;DSAP (Data System Analysis Platform);Ad Tech and Creative Tech;09/2022
C_dsignalitique;D-SIGNALITIQUE;Services de communication;09/2021
C_dsscompany;DSS COMPANY;Non renseigné;01/2020
C_dtalk;d-talk;Ad Tech and Creative Tech;09/2023
C_duetodata;Due to Data;Fintech;05/2021
C_durabilisconsulting;DURABILIS CONSULTING;Environment;01/2026
C_dwee;D-WEE;Health Tech;08/2020
C_dyarna;Dyarna;Non renseigné;12/2019
C_dyno;dyno;FinTech;09/2022
C_dynomotivasystems;Dyno & Motiva Systems;Fintech;01/2023
C_dyxis;Dyxis;Business Software & Services;12/2022
C_eagleeye;EagleEye;Business Software and services;08/2023
C_easybank;Easy Bank;Fintech;"05/2023; 09/2022"
C_easyfinancecorporate;Easy Finance Corporate;Fintech;06/2023
C_easyship;EASYSHIP;Mobility;11/2021
C_easytouchsolutionsets;Easy Touch Solutions (ETS);Non renseigné;01/2020
C_easytransfer;EASY TRANSFER;Fintech;04/2024
C_eatfit;Eat & Fit;Non renseigné;"08/2019; 11/2019"
C_eathomeresto;EatHome Resto;FoodTech & New Food;04/2021
C_eatisy;EATISY;Logiciel;10/2020
C_ebin;E-bin;GreenTech;03/2021
C_ebniecolo;ebniecolo;Non renseigné;03/2020
C_ebniecolotn;ebniecolo.tn;Environment;11/2021
C_ecglab;ECG Lab;Health Tech;10/2020
C_echo;Echo;IT;05/2019
C_ecntn;ecn.tn;EdTech;03/2022
C_ecobees;Ecobees;Agritech;05/2023
C_ecoblock;Eco block;Environment;09/2025
C_ecoclicko;ECOclicko;EdTech;08/2021
C_ecocode;ECOCODE;"Business Software and services; Ghazi Mhiri Ghassen Ghribi";"01/2025; 11/2024"
C_ecofeedtunisie;ECOFEED Tunisie;FoodTech & New Food;04/2023
C_ecogreenwateringecoxtreme;eco green watering / eco xtreme;Agritech;04/2026
C_ecogwatring;eco Gwatring;Agritech;01/2024
C_ecojina;Ecojina;Consumer products and services;07/2024
C_ecolavage;éco-lavage;Consumer products and services;03/2024
C_ecomeyes;EcomEyes;Websites and mobile apps;04/2026
C_ecommercetunsiabeauty;E-commerce Tunsia beauty;Marketplace;04/2022
C_ecomovtrybike;EcoMov: TryBike;Mobility;02/2025
C_ecomptabletn;Ecomptable.tn;Logiciel;07/2020
C_econolotech;Econolotech;Environment;06/2024
C_econsulting;econsulting;Logiciel;07/2020
C_ecoplat;ecoplat;FoodTech & New Food;05/2025
C_ecopoint;ECOPOINT;Creative industry;07/2021
C_ecorecy;EcoRecy;Environment;11/2025
C_ecorise;ECORISE;Business Software and services;04/2023
C_ecoshare;Ecoshare;Transportation;04/2026
C_ecovelo;Eco Vélo;Mobility;04/2024
C_edallel;eDallel;Non renseigné;11/2019
C_edata;eDATA;Business Software & Services;07/2022
C_edatawarehouse;EDATA WAREHOUSE;Business Software & Services;12/2022
C_eddiumplatinuim;Eddium Platinuim;Ad Tech and Creative Tech;10/2025
C_edengri;e-dengri;Plateforme Sociale;01/2021
C_edgecube;EdgeCube;Consumer products and services;10/2023
C_edl;EDL;Real Estate tech;04/2021
C_edonec;eDonec;Edtech;07/2019
C_edreamcommerce;eDream Commerce;Non renseigné;08/2019
C_edtrust;EdTrust;EdTech;09/2021
C_educanet;Educanet;EdTech;04/2019
C_educanettunisia;Educanet Tunisia;EdTech;04/2021
C_educap;Educap;EdTech;"02/2025; 06/2024"
C_educare;EDUCARE;EdTech;01/2025
C_educart;EDUC'ART;Non renseigné;11/2019
C_educateme;EDUCATE ME;EdTech;09/2024
C_educationalentrepreneuriatpourlesadolescents;Education à l'entrepreneuriat pour les adolescents;EdTech;11/2022
C_educfr;Educfr;EdTech;08/2024
C_educom;EDU'COM;EdTech;06/2021
C_eduhelper;eduhelper;EdTech;"02/2024; 12/2025"
C_eduimpacttn;EduImpact.tn;HealthTech;10/2025
C_edulysa;edulysa;EdTech;"11/2024; 11/2025"
C_edumemes;Edu Memes (مﯾﻠﻌﺗﻟا و مﯾﻣﻟا);EdTech;01/2025
C_edutech;Edutech;Ad Tech and Creative Tech;08/2022
C_edutest;Edutest;Non renseigné;02/2020
C_edutime;Edutime;EdTech;02/2026
C_eduzen;EduZen;EdTech;07/2024
C_edyard;Edyard;EdTech;02/2025
C_eedu;E-edu;EdTech;01/2025
C_eejar;eejar;Real Estate Tech;"05/2025; 11/2025"
C_efair;E-Fair;Services de communication;"06/2022; 12/2021"
C_egamarketplace;EGAMarketplace;Commerce and shopping;10/2025
C_eggmed;Eggmed;HealthTech;"03/2026; 05/2025"
C_ehdilou;Ehdilou;Commerce and shopping;03/2024
C_ehealthbridge;eHealthBridge;HealthTech;06/2022
C_ehealthtn;e-health.tn;Healthcare & Wellness;11/2021
C_eklectic;Eklectic;Non renseigné;02/2020
C_ekmandi;E-KMANDI;Business Software and services;05/2023
C_ekri;EKRI;"KBAIR TravelTech; TravelTech";"06/2025; 11/2025"
C_elasticsolutions;Elastic-Solutions;"Agritech; IoT";"10/2020; 11/2021"
C_elasticwatch;Elastic-Watch;Agritech;12/2024
C_elbat7atn;Elbat7a.tn;Ad Tech and Creative Tech;03/2026
C_elbio;ELBIO;FoodTech & New Food;07/2021
C_elbusinescom;elbusines.com;Marketplace;04/2021
C_elcosolutions;Elco Solutions;IoT;11/2020
C_elevagedesabeillespourlacollectedeleursveninspourd;Elevage des abeilles pour la collecte de leurs venins pour des fins cosmétiques et thérapeutiques;HealthTech;08/2022
C_elevagedesinsectesnutriproteine;Elevage des insectes (nutri-protéine);FoodTech & New Food;05/2023
C_elfallega;El Fallega;TravelTech;09/2022
C_elfoodlab;El Food Lab;Non renseigné;05/2020
C_elfoodlabtraiteurcuisinerevisitee;El Food Lab Traiteur Cuisine Revisitée;Autre contenu créatif;11/2020
C_elinadev;ELINA DEV;Social Business;03/2023
C_elitesunitedfortaxandlegalservices;Elites united for tax and legal services;Business Software and services;12/2024
C_ellandbeyondtunisie;ell and beyond Tunisie;Logiciel;07/2020
C_elodox;Elodox;HealthTech;08/2023
C_elokencia;Elokencia;Services de communication;11/2022
C_elpermis;ELPERMIS;EdTech;07/2021
C_elprojet;elprojet;EdTech;11/2020
C_elqemma;El Qemma;Business Software and services;09/2025
C_elsabuy;Elsabuy;Consumer products and services;09/2023
C_embeddedsolutionsandadcancedtechnologyesat;"Embedded Solutions and Adcanced Technology ""E.S.A.T""";Advanced Manufacturing & Industry;12/2021
C_embeddedsolutionsandadvancedtechnology;Embedded Solutions and Advanced Technology;IoT;04/2019
C_emberforgetech;EmberForge Tech;Ad Tech and Creative Tech;11/2025
C_emimafood;E-mima food;FoodTech & New Food;07/2023
C_emiserv;EMISERV;Advanced Manufacturing & Industry;08/2021
C_emnahussein;EMNA HUSSEIN;"Creative industry; Non renseigné";"05/2020; 05/2021"
C_empirecommunication;Empire communication;Services;04/2019
C_empowair;Empowair;TravelTech;10/2023
C_emyehr;Emyehr;Business Software and services;"08/2024; 10/2023"
C_encorebon;Encore Bon;Environment;10/2025
C_energize;E-NERGIZE;Mobility;12/2023
C_energyexpertteamc;Energy expert team c...;Environment/Energie;07/2022
