company_id;company_name;sector;session
C0595;SPORTOLOGY;Autre contenu créatif;08/2020
C0596;Société Classquiz;EdTech;08/2020
C0597;Nebulabs;EdTech;08/2020
C0598;Scaphandry;EdTech;08/2020
C0599;Digital GROWUP APPLICATIONS « DGA »;Logiciel;08/2020
C0600;Ste Hope Healthcare Solutions;Health Tech;08/2020
C0601;THEMAZEGROUP;Autre contenu créatif;08/2020
C0602;STE Industrial FACTOORYA Tech;IoT;08/2020
C0603;WeMove;Health Tech;09/2020
C0604;HackUp;HR;09/2020
C0605;wammya;Logistique;09/2020
C0606;Orthlane;Health Tech;09/2020
C0607;ETNAFES;Autre contenu créatif;09/2020
C0608;Idaraty.tn;Plateforme Sociale;09/2020
C0609;Healthy & Bnin;E-commerce;09/2020
C0610;Services voitures épaves (SVE);E-commerce;09/2020
C0611;Autorent;Logiciel;09/2020
C0612;Cubed;Marketing;09/2020
C0613;Smelsy.com;EdTech;09/2020
C0614;iCan-C;IoT;09/2020
C0615;MTTN;Big Data;09/2020
C0616;Bladiz king Chemicals Solutions;Marketing;09/2020
C0617;MEDICAL SERVICES & SOLUTIONS INTER;Health Tech;09/2020
C0618;Doctourna;Health Tech;09/2020
C0619;Aladdin;Telecom;09/2020
C0620;Portail de technologies industrielles et innovations;Autre contenu créatif;09/2020
C0621;New Life;E-commerce;09/2020
C0622;Sampapp;Health Tech;09/2020
C0623;SAFEOPS;Logiciel;09/2020
C0624;Dinaro;Fintech;09/2020
C0625;Farmvie;Agritech;09/2020
C0626;Groupado;Plateforme Sociale;11/2020
C0627;WildyNess;Non renseigné;11/2020
C0628;AVOPRO;Logiciel;11/2020
C0629;ARCHIVART;Autre contenu créatif;11/2020
C0630;Tinest;Agritech;11/2020
C0631;Elco Solutions;IoT;11/2020
C0632;Khadamny;E-commerce;11/2020
C0633;WONDER WORK;Marketing;11/2020
C0634;Tashfeen;Logiciel;11/2020
C0635;Autoprix.tn;E-commerce;11/2020
C0636;Société Souk El-Ghorba;E-commerce;11/2020
C0637;Smart City;Logiciel;11/2020
C0638;Civitas;Logiciel;11/2020
C0639;Celebrioo;Autre contenu créatif;11/2020
C0640;elprojet;EdTech;11/2020
C0641;ﻲﺑﯾﺟد  - Jeeby;E-commerce;11/2020
C0642;ClickBus;Logistique;11/2020
C0643;Xchange;Fintech;11/2020
C0644;Alfikr;EdTech;11/2020
C0645;UpKurs;EdTech;11/2020
C0646;WOTE;Health Tech;11/2020
C0647;Ba9chich;Media;11/2020
C0648;Machmoom;E-commerce;11/2020
C0649;Hanoutify;E-commerce;11/2020
C0650;LoDeep;EdTech;11/2020
C0651;REC-INov سﻧوﺗ en ligne;Blockchain & cryptocurrency;11/2020
C0652;Société Evolutik;Autre contenu créatif;11/2020
C0653;STE SMELSY;EdTech;11/2020
C0654;STE Fouita;Logiciel;11/2020
C0655;Eventizer Platforms;Logiciel;11/2020
C0656;4InA Technologie;Energie;11/2020
C0657;El Food Lab Traiteur Cuisine Revisitée;Autre contenu créatif;11/2020
C0658;STE TUNISIENNE CO-SOLAR DES INNOVATIONS;Energie;11/2020
C0659;TECHNOLOGIQUES SOLAIRES;Non renseigné;11/2020
C0660;Services Voitures Epaves;E-commerce;11/2020
C0661;Fantastic Mall;E-commerce;11/2020
C0662;STE D-WEE;Health Tech;11/2020
C0663;Telum;Logiciel;12/2020
C0664;Ma Formation Privilee;E-commerce;12/2020
C0665;AirGraph;Robotique;12/2020
C0666;LG P;Autre contenu créatif;12/2020
C0667;WAMIA;E-commerce;12/2020
C0668;moudda.com;E-commerce;12/2020
C0669;wiTrade;E-commerce;12/2020
C0670;SOAR;Health Tech;12/2020
C0671;Datagram;Big Data;12/2020
C0672;IBIS Technologies;Agrtech;12/2020
C0673;Cagronte Fid;E-commerce;12/2020
C0674;Smarth;Logiciel;12/2020
C0675;NetShake;EdTech;12/2020
C0676;Go Staff;Health Tech;12/2020
C0677;Kn_Traffic;Autre contenu créatif;12/2020
C0678;Bridge ITops;Logiciel;12/2020
C0679;WARM;E-commerce;12/2020
C0680;LEEVVA Communication;Telecom;12/2020
C0681;BasketID;Fintech;12/2020
C0682;Key Software;Logiciel;12/2020
C0683;BAIT;Logiciel;12/2020
C0684;The Mission;EdTech;12/2020
C0685;instead;Fintech;12/2020
C0686;MICRO DEVICE TUNISA;IoT;12/2020
C0687;Droopex;Logistique;12/2020
C0688;OnePack;EdTech;12/2020
C0689;Omaris Wood;Autre contenu créatif;12/2020
C0690;OMNIUP;Marketing;12/2020
C0691;إبراهيم الدين - VirtuA Agency;Autre contenu créatif;12/2020
C0692;EVO ENERGIZE;IoT;12/2020
C0693;Pabitel.tn;Logiciel;12/2020
C0694;Jood Lab;Logiciel;12/2020
C0695;World Wide Security;Autre contenu créatif;12/2020
C0696;Mat7irech;Mobile;12/2020
C0697;Flow;Fintech;12/2020
C0698;Menutium;Logiciel;01/2021
C0699;Mymall.tn;E-commerce;01/2021
C0700;XQuant Software;Fintech;01/2021
C0701;Medquick;E-commerce;01/2021
C0702;7 healthcare;Health Tech;01/2021
C0703;Cognira Tunisia;AI;01/2021
C0704;Linkedfishers/Hookedup;Plateforme Sociale;01/2021
C0705;SeaBot;IoT;01/2021
C0706;Ms. Marion;E-commerce;01/2021
C0707;WKE par FLEXITEK;Logiciel;01/2021
C0708;e-Scola;EdTech;01/2021
C0709;Tinith IBPM Automation Booster;Logiciel;01/2021
C0710;Pulpetech;AI;01/2021
C0711;MineClap;Logistique;01/2021
C0712;FinBudd.com;EdTech;01/2021
C0713;YAGRI;Agritech;01/2021
C0714;Arabclassroom;EdTech;01/2021
C0715;Smart Racing Hub;Autre contenu créatif;01/2021
C0716;société Lave'rit;Logistique;01/2021
C0717;Arty;E-commerce;01/2021
C0718;PLUS WEB Solutions;Plateforme Sociale;01/2021
C0719;AREAS (Agro Responsible Ecologic African Services);Agritech;01/2021
C0720;EZ-TOOL;Logiciel;01/2021
C0721;e-dengri;Plateforme Sociale;01/2021
C0722;JEY;IoT;01/2021
C0723;SMARTravel;Logiciel;01/2021
C0724;HiMyCoach.com;Plateforme Sociale;01/2021
C0725;Itialus Fidexia North Africa;Autre contenu créatif;01/2021
C0726;zeromate;Gaming;01/2021
C0727;Koodys / Thor System;Logiciel;01/2021
C0728;Chill&Lit;E-commerce;01/2021
C0729;Overlapping UVs;Autre contenu créatif;01/2021
C0730;ABC Dev;Logiciel;01/2021
C0731;BOXSTOP;Logistique;01/2021
C0732;Expert Team Tunisie;EdTech;02/2021
C0733;Medikadvisor;Health Tech;02/2021
C0734;UNIK CHIK;E-commerce;02/2021
C0735;LUNAR EPS;Logiciel;02/2021
C0736;AOS INTERNATIONAL;Cleantech;02/2021
C0737;FelCloud;Telecom;02/2021
C0738;Ste Magicube Industrie;Autre contenu créatif;02/2021
C0739;Bepeep Health;Insurance Tech;02/2021
C0740;WARENA;Gaming;02/2021
C0741;LA FIBRE ARTISANALE;E-commerce;02/2021
C0742;Handmade Tunisia;E-commerce;02/2021
C0743;Kartago Dattes Snacks, Ingredients and Extracts;Agritech;02/2021
C0744;BYEISSA;E-commerce;02/2021
C0745;VISTASY;Health Tech;02/2021
C0746;HOPE HORIZON;AI;02/2021
C0747;Picstore;E-commerce;02/2021
C0748;Fisco;Fintech;02/2021
C0749;Bridges S.A;Insurance Tech;02/2021
C0750;Soon Marine;Autre contenu créatif;02/2021
C0751;BAKO MOTORS;Cleantech;02/2021
C0752;affipro;Marketing;02/2021
C0753;Lait Espoir;Agritech;02/2021
C0754;Byessa.com;E-commerce;02/2021
C0755;WaterSec;IoT;02/2021
C0756;Gelivro;E-commerce;02/2021
C0757;Konnect;Fintech;02/2021
C0758;Vetsbook.net;Health Tech;02/2021
C0759;GARANTY;Insurance Tech;02/2021
C0760;WMS;IoT;02/2021
C0761;Coursify;EdTech;02/2021
C0762;Customing;Energie;02/2021
C0763;Petit sook;E-commerce;02/2021
C0764;OCTARYN;AI;02/2021
C0765;Carhabty.tn;Marketing;02/2021
C0766;Green Travel Solutions ( Zmorda );E-commerce;02/2021
C0767;Jobelle;HR;02/2021
C0768;Amazigh;E-commerce;02/2021
C0769;Futura energy Tn;Energie;02/2021
C0770;Ricality;Mobile;02/2021
C0771;Hello Dati;Autre contenu créatif;02/2021
C0772;IB Space;Autre contenu créatif;02/2021
C0773;بﺎﺗﻛ ﺔﻠﺣر _Book Journey;EdTech;02/2021
C0774;Dev2Dev;Fintech;02/2021
C0775;Autorent Software;Logiciel;02/2021
C0776;Healthy And Bnin Food;E-commerce;02/2021
C0777;Autoecoleplus.tn;Business Software;03/2021
C0778;Fripeji.tn;Marketplace / e-commerce;03/2021
C0779;CarHuB-TI;Mobility;03/2021
C0780;MicroAcess;Mobility;03/2021
C0781;IMPACT NUTRITION;FoodTech & New Food;03/2021
C0782;Vife;Health care;03/2021
C0783;Shipzzer;Business Software;03/2021
C0784;Freelancy;Marketplace / e-commerce;03/2021
C0785;Controlmed;Agritech;03/2021
C0786;Moline;Health care;03/2021
C0787;Kids protect;Health care;03/2021
C0788;Drest.tn;Business Software;03/2021
C0789;Deepth;Health care;03/2021
C0790;ILEY'COM-مﻛﯾﻟإ;Social Business;03/2021
C0791;Vitah;Health care;03/2021
C0792;Skilled;EdTech;03/2021
C0793;Skills21;EdTech;03/2021
C0794;Deliv's;FoodTech & New Food;03/2021
C0795;Bionics;Health care;03/2021
C0796;Suprem;Creative industry;03/2021
C0797;Win now;Marketplace / e-commerce;03/2021
C0798;Art Culture Studio;Creative industry;03/2021
C0799;Flexipik;Creative industry;03/2021
C0800;Oxacloud;Business Software;03/2021
C0801;OLFA cosmetics;Health care;03/2021
C0802;FIDNESS;Creative industry;03/2021
C0803;Storyet;Business Software;03/2021
C0804;TANIT VISION MONITORING;Business Software;03/2021
C0805;CHIHEB RAIS;TravelTech;03/2021
C0806;Heni OUNI;Mobility;03/2021
C0807;Cashyi;Business Software;03/2021
C0808;Africana Help Export;Services de communication;03/2021
C0809;Foorsa;Services de communication;03/2021
C0810;Fintech Tunisia;Fintech;03/2021
C0811;Montage et intégration d'un système photovoltaïque smart Sun Tracker;Environment;03/2021
C0812;YOLAA;Marketplace / e-commerce;03/2021
C0813;Smart Switch Systems;Environment;03/2021
C0814;E-bin;GreenTech;03/2021
C0815;PASTECH;Business Software;03/2021
C0816;Golyc Group;Business Software;03/2021
C0817;OVVA SYSTEMS;Marketing;03/2021
C0818;Creometry;Telecom;03/2021
C0819;REC-INov;Blockchain & cryptocurrency;03/2021
C0820;CIVITAS DIGITAL;Business Software;03/2021
C0821;BKMC corp;Autre contenu créatif;03/2021
C0822;NetShareK Technology;EdTech;03/2021
C0823;ZeTaByte Software Solutions;Business Software;03/2021
C0824;EZ-Pass;Mobility;03/2021
C0825;The Digital Furniture Company;Marketplace / e-commerce;03/2021
C0826;Konnect Networks;Fintech;03/2021
C0827;Orhtlane Tunisie;Health care;03/2021
C0828;TUNISPACE;Marketplace / e-commerce;03/2021
C0829;Orient Tea;Biotechnologie;03/2021
C0830;My Enlightened Mind;EdTech;04/2021
C0831;DEEP FLOWS;Mobility;04/2021
C0832;Autoween;CreativeTech;04/2021
C0833;TAWA Digital Talents;Creative industry;04/2021
C0834;ZIGOFILTRE;Environment;04/2021
C0835;Taxiora / Smarteo;Mobility;04/2021
C0836;Tunisie Aquaponie;Agritech;04/2021
C0837;Ste Tildah;Business Software;04/2021
C0838;Takwinland;EdTech;04/2021
C0839;ODIX;Business Software;04/2021
C0840;Nkawroo;Mobility;04/2021
C0841;medtrip;Health Care & Wellbeing;04/2021
C0842;Rednaks;Business Software;04/2021
C0843;Be Smart Travel;TravelTech;04/2021
C0844;Reevalo;Real Estate tech;04/2021
C0845;elbusines.com;Marketplace;04/2021
C0846;capxvalue;Business Software;04/2021
C0847;Rania WERDA;Social Business;04/2021
C0848;Takwira;Plateforme Social;04/2021
C0849;flexiolar;Environment;04/2021
C0850;Vizmerald;Creative industry;04/2021
C0851;Birou Suite;Business Software;04/2021
C0852;Décotis;Real Estate tech;04/2021
C0853;MediTek;Health Care & Wellbeing;04/2021
C0854;MCOM;Business Software;04/2021
C0855;isondF;Plateforme Social;04/2021
C0856;Wassaloo;Agritech;04/2021
C0857;TAWSILA;Mobility;04/2021
C0858;Paprika Solutions;Creative industry;04/2021
C0859;Kindeal;EdTech;04/2021
C0860;School Pack;EdTech;04/2021
C0861;DataSense;Services de communication;04/2021
C0862;Marcus Studio;Creative industry;04/2021
C0863;DIGITIN;Creative industry;04/2021
C0864;EVADAM;Fintech;04/2021
C0865;DIMAZINA;Social Business;04/2021
C0866;KICK LIGHT;Health Care & Wellbeing;04/2021
C0867;NextAV;Creative industry;04/2021
C0868;PROTABAR;FoodTech & New Food;04/2021
C0869;MY-OYA;Marketplace / e-commerce;04/2021
C0870;"""A7yini"" / CBM-EE";EdTech;04/2021
C0871;ABONO\FINEX;Business Software;04/2021
C0872;UNIVERSAL MARKETING;EdTech;04/2021
C0873;STERECO;Health Care & Wellbeing;04/2021
C0874;Wimbee;Business Software;04/2021
C0875;"la ferme bio-écologique pédagogique ""Rissala Kids Farm""";Health Care & Wellbeing;04/2021
C0876;Looklyoum;Développement personnel;04/2021
C0877;Check Check;Fintech;04/2021
C0878;Bee Eyes Tunisia;Services de communication;04/2021
C0879;VirStand;Services de communication;04/2021
C0880;MiamMiam;FoodTech & New Food;04/2021
C0881;3DSky;EdTech;04/2021
C0882;drone intelligent;Creative industry;04/2021
C0883;EatHome Resto;FoodTech & New Food;04/2021
C0884;Alpha Mall;Marketplace;04/2021
C0885;Direct DK;FoodTech & New Food;04/2021
C0886;BananaBlue;Plateforme Social;04/2021
C0887;Lexperto;Plateforme Social;04/2021
C0888;creances.tn;Fintech;04/2021
C0889;twansa.tn;Social Business;04/2021
C0890;EDL;Real Estate tech;04/2021
C0891;Darenup;Plateforme Social;04/2021
C0892;Sonia Ben Rejeb;Biotech;04/2021
C0893;Digi-Hire;Business Software;04/2021
C0894;SmartShop;Services de communication;04/2021
C0895;HIPPOCRATES;Health Care & Wellbeing;04/2021
C0896;CBOT;Services de communication;04/2021
C0897;SwitchAutomobile;Marketplace;04/2021
C0898;ija ndhayfek;Social Business;04/2021
C0899;General Computing Solutions Company;Business Software;04/2021
C0900;Particulier;Real Estate tech;04/2021
C0901;Go switch;TravelTech;04/2021
C0902;InBox;Logistics;04/2021
C0903;Gestion Environnementale;Creative industry;04/2021
C0904;ReMotion;Health Care & Wellbeing;04/2021
C0905;AvatarBooking;Plateforme Social;04/2021
C0906;Shwoppy;Advanced Manufacturing & Industry;04/2021
C0907;Educanet Tunisia;EdTech;04/2021
C0908;G.A.J;GreenTech;05/2021
C0909;GROW IT YOURSELF;Agritech;05/2021
C0910;almourabi e-learning;EdTech;05/2021
C0911;Soul & Planet;Marketplace / e-commerce;05/2021
C0912;Lakadimia;EdTech;05/2021
C0913;Laevitas;Fintech;05/2021
C0914;SESAMm;Fintech;05/2021
C0915;invented technology;Creative industry;05/2021
C0916;CAMPUSNA;EdTech;05/2021
C0917;DIGI-TECH;Services de communication;05/2021
C0918;MediaMax;Gaming;05/2021
C0919;Reserv;FoodTech & New Food;05/2021
C0920;Hémisphère;EdTech;05/2021
C0921;INOVA WIRELESS;Mobility;05/2021
C0922;WimbeyondAnalytica;Business Software;05/2021
C0923;Smarketyrs;Business Software;05/2021
C0924;SOFI;Marketplace / e-commerce;05/2021
C0925;Investhune plus;Fintech;05/2021
C0926;forsaty;Marketplace / e-commerce;05/2021
C0927;Hubs;Wellness;05/2021
C0928;CRABHOUSE;FoodTech & New Food;05/2021
C0929;Sté MASPET;Creative industry;05/2021
C0930;3D real;Services de communication;05/2021
C0931;Digital group performance;Services de communication;05/2021
C0932;Valet Hosting;Services de communication;05/2021
C0933;Only recommended stays .;TravelTech;05/2021
C0934;beeton;Services de communication;05/2021
C0935;Impression 3D et fabrication des imprimantes 3D;Creative industry;05/2021
C0936;LE GROUPEMENT;Social Business;05/2021
C0937;PETICHOU;Business Software;05/2021
C0938;Delifood;FoodTech & New Food;05/2021
C0939;Speedy;Business Software;05/2021
C0940;VB SMART;Advanced Manufacturing & Industry;05/2021
C0941;Home Décor AR;Marketplace / e-commerce;05/2021
C0942;FUGLAB;Advanced Manufacturing & Industry;05/2021
C0943;Beauty Addict;Wellness;05/2021
C0944;Due to Data;Fintech;05/2021
C0945;LEEVYA Communication;Telecom;05/2021
C0946;MIH STORE;Marketplace / e-commerce;05/2021
C0947;SAHTICARE;Healthcare;05/2021
C0948;WE WORK STUDIO WWS;Marketplace / e-commerce;05/2021
C0949;Société NOVEL-TI;AI;05/2021
C0950;KOOL;FoodTech & New Food;06/2021
C0951;HYDROPEN TECHNOLOGIE;Agritech;06/2021
C0952;Seabex Middle East and Africa;Agritech;06/2021
C0953;GO TO MATCH;Gaming;06/2021
C0954;MARKET360DEGREES;Business Software;06/2021
C0955;B2B Tunisia;Marketplace / e-commerce;06/2021
C0956;Agritable;Marketplace / e-commerce;06/2021
C0957;Ghazela Technology;Business Software;06/2021
C0958;GDTC;EdTech;06/2021
C0959;Kabylis;Marketplace / e-commerce;06/2021
C0960;Dlilek;Plateforme Social;06/2021
C0961;robotdot;Advanced Manufacturing & Industry;06/2021
C0962;Provectus;Environment;06/2021
C0963;AquaDeep;Agritech;06/2021
C0964;myCarCare;Mobility;06/2021
C0965;Cooptatio;Social Business;06/2021
C0966;WIKI ACADEMY SA;Social Business;06/2021
C0967;Mirva Intertnational Trading;Agritech;06/2021
C0968;Convergen;Creative industry;06/2021
C0969;RED LION MATRIX;Services de communication;06/2021
C0970;TEK4OFFICE;Business Software;06/2021
C0971;Tunisia's Harvest;Health care;06/2021
C0972;Escape Room Tunisia;Creative industry;06/2021
C0973;Roost;Services de communication;06/2021
C0974;KatYos;Creative industry;06/2021
C0975;JOBGATE;EdTech;06/2021
C0976;LE BISCUIT FONCTIONNEL;FoodTech & New Food;06/2021
C0977;DDC Tunis;Creative industry;06/2021
C0978;Inaya;Health care;06/2021
C0979;Digital Deals;Social Business;06/2021
C0980;ALEXEER Dynamics;Business Software;06/2021
C0981;Dolce Vita Overseas;Social Business;06/2021
C0982;Lamikal;Social Business;06/2021
C0983;VirtoTrip;TravelTech;06/2021
C0984;SUCCESS STORY;Social Business;06/2021
C0985;WeFix;Environment;06/2021
C0986;Sport Land;Social Business;06/2021
C0987;EDU'COM;EdTech;06/2021
C0988;Digiflow;Fintech;06/2021
C0989;SMART SPORTS;Creative industry;06/2021
C0990;NeoBionics;Health care;06/2021
C0991;STE YAGRI;Agritech;06/2021
C0992;IH PAPRITECH;Creative industry;06/2021
C0993;Eva Dam Technology;Fintech;06/2021
C0994;Tunisian identity online;Fintech;06/2021
C0995;STE KTN TRAFFIC;Business Software;06/2021
C0996;Livrina;Logistique;07/2021
C0997;Coart Container Creatif;Creative industry;07/2021
C0998;Hkeya w Ebra;Creative industry;07/2021
C0999;DROBEE;Agritech;07/2021
C1000;Vital Tools;Business Software;07/2021
C1001;Ticketchainer;Business Software;07/2021
C1002;STE JUNIORS CV;EdTech;07/2021
C1003;ELBIO;FoodTech & New Food;07/2021
C1004;Compaktor;Business Software;07/2021
C1005;2BK Innovation;Environment;07/2021
C1006;Tiktak PRO;Marketplace / e-commerce;07/2021
C1007;TRUE DELTA;Marketplace / e-commerce;07/2021
C1008;Société JPARTENERS TUNISIE SUARL;Logistique;07/2021
C1009;DORRY;Fintech;07/2021
C1010;RIBLUM;Environment;07/2021
C1011;AREMA international;Health care;07/2021
C1012;Pipeline Studio;Creative industry;07/2021
C1013;BORNTEQ;Business Software;07/2021
C1014;Tunisia Home Staging;Creative industry;07/2021
C1015;Goodif;Fintech;07/2021
C1016;ECOPOINT;Creative industry;07/2021
C1017;Nat-Hub / Pikoro;Business Software;07/2021
C1018;SMARTI'Z;Health care;07/2021
C1019;Gold Queen;Creative industry;07/2021
C1020;GUISS;Business Software;07/2021
C1021;The English Lab;EdTech;07/2021
C1022;E-pharmacy;Health care;07/2021
C1023;Levry Food;Marketplace / e-commerce;07/2021
C1024;Mantouj;Agritech;07/2021
C1025;KOPRICE;Marketplace / e-commerce;07/2021
C1026;StockPad;Business Software;07/2021
C1027;HACHARA Novel Food;FoodTech & New Food;07/2021
C1028;Swavl;Social Business;07/2021
C1029;Karhebti;Creative industry;07/2021
C1030;ELPERMIS;EdTech;07/2021
C1031;Dokeni;Logistique;07/2021
C1032;tnmarket;Marketplace / e-commerce;07/2021
C1033;IBANFIRST TN;Fintech;07/2021
C1034;TN Smartbot;Creative industry;07/2021
C1035;Istidama;Environement;07/2021
C1036;Mrcus Studio;Creative industry;07/2021
C1037;STE LAVERIT H O;Logistique;07/2021
C1038;Wassaloo Tunisie;Agritech;07/2021
C1039;Wimbee Product;Business Software;07/2021
C1040;KINDEAL EDUCATION;EdTech;07/2021
C1041;Société de Services pour les Organismes Solidaires;Social Business;07/2021
C1042;HAKEEMA Pour la Santé;HealthTech;07/2021
C1043;Société ramzi de stock engineering et gestion de livraison;Marketplace / e-commerce;07/2021
C1044;SAYARTICARE;Mobility;07/2021
C1045;MSS GROUP;Business Software;08/2021
C1046;ARTY COLLECTION;Marketplace;08/2021
C1047;Smart Ecowico Technology;CyberSecurity;08/2021
C1048;TŪNIQ;Social Business;08/2021
C1049;Facstore;EdTech;08/2021
C1050;Smart Factory Revolution;Advanced Manufacturing & Industry;08/2021
C1051;istishara;Services de communication;08/2021
C1052;Tunisia market;Marketplace;08/2021
C1053;Hayat Tech;Health care;08/2021
C1054;SkyRanger;Agritech;08/2021
C1055;Food lab belarabi;FoodTech & New Food;08/2021
C1056;Softbook;Health care;08/2021
C1057;Bridge Technology;Business Software;08/2021
C1058;EMISERV;Advanced Manufacturing & Industry;08/2021
C1059;BOOSTENO TUNISIE;Services de communication;08/2021
C1060;Signalétique intelligente / Thor System;Creative industry;08/2021
C1061;Learnygo;Business Software;08/2021
C1062;Herbéos;Agritech;08/2021
C1063;Taxiora Pub;Services de communication;08/2021
C1064;The Bridge;EdTech;08/2021
C1065;Talasin;Social Business;08/2021
C1066;Freeman;Social Business;08/2021
C1067;ECOclicko;EdTech;08/2021
C1068;C'mind;Health care;08/2021
C1069;SUPREMCLOUD TECHNOLOGIES;Creative industry;08/2021
C1070;ASQII;Health care;08/2021
C1071;JPARTNERS TUNISIE;Business Software;08/2021
C1072;Rebound Dev;Plateforme Social;08/2021
C1073;STE SAMM TEST & AUTOMATION;Robotique;08/2021
C1074;TADREEX;EdTech;09/2021
C1075;Urban Green;Agritech;09/2021
C1076;Unify;Creative industry;09/2021
C1077;Smartfleet;Business Software;09/2021
C1078;CUIDA;Health care;09/2021
C1079;CAIRUS DIGITAL BUSINESS CENTER;Fintech;09/2021
C1080;Pivlo;Business Software;09/2021
C1081;D-SIGNALITIQUE;Services de communication;09/2021
C1082;DIGITAL DRINA;Services de communication;09/2021
C1083;Jibheli;Mobility;09/2021
C1084;Meducol;EdTech;09/2021
C1085;Delivery;Marketplace;09/2021
C1086;Promo alert;Services de communication;09/2021
C1087;Mosta9bli;Services de communication;09/2021
C1088;NETOX;EdTech;09/2021
C1089;Baazar;Business Software;09/2021
C1090;STAGGY;Health care;09/2021
C1091;YARAKA PROTEIN;FoodTech & New Food;09/2021
C1092;Mediterranean Advanced Marine Engineering;Creative industry;09/2021
C1093;La Beylicale;FoodTech & New Food;09/2021
C1094;SOSADRESSE.COM;Services de communication;09/2021
C1095;iziclaim;Fintech;09/2021
C1096;Kiné Plus;Health care;09/2021
C1097;SHYK;Wellness;09/2021
C1098;Provectus Technology;Advanced Manufacturing & Industry;09/2021
C1099;STE PERSAVIA;Mobility;09/2021
C1100;EdTrust;EdTech;09/2021
C1101;REDUP;Health care;09/2021
C1102;STE Vizmerald;Advanced Manufacturing & Industry;09/2021
C1103;Analytix YS;Fintech;09/2021
C1104;FIVE DELIVERY;FoodTech & New Food;09/2021
C1105;WELINCO;Services de communication;09/2021
C1106;Tajrabti;TravelTech;10/2021
C1107;BaBa Ali;Marketplace;10/2021
C1108;Pwn & Patch;CyberSecurity;10/2021
C1109;Ground Transportation Business Management Suite;Mobility;10/2021
C1110;Limonade Technologies;Fintech;10/2021
C1111;Domicilier.tn;Business Software;10/2021
C1112;Tagamuta Valley;Health care;10/2021
C1113;Pure Beauty Labs;Health care & wellnace;10/2021
C1114;Ijeni;Marketplace;10/2021
C1115;JURIDOC;LegalTech;10/2021
C1116;Faza.tn;Creative industry;10/2021
C1117;bmoov;Mobility;10/2021
C1118;Storzy (Myairstorage);Marketplace;10/2021
C1119;BIESSA AUTO;Marketplace;10/2021
C1120;Bartita;EdTech;10/2021
C1121;Quiz Mentor;EdTech;10/2021
C1122;WaveOn;Creative industry;10/2021
C1123;Avoconsulte;Marketplace;10/2021
C1124;VOLUS;Creative industry;10/2021
C1125;aivataria;Creative industry;10/2021
C1126;Digipages;FoodTech & New Food;10/2021
C1127;INNOV'ALGUE;Health care;10/2021
C1128;chendir;Social Business;10/2021
C1129;Litteuls;Creative industry;10/2021
C1130;Tawelti;Business Software;10/2021
C1131;SNO;Environment;10/2021
C1132;CHLOROFIN;Marketplace;10/2021
C1133;Guya Gang;Environment;10/2021
C1134;i-mouzika;Creative industry;10/2021
C1135;TIKA CLUB;Fintech;10/2021
C1136;Hemileco-Plast;Environment;10/2021
C1137;Organic City;Environment;10/2021
C1138;The Hub Coworking;Creative industry;10/2021
C1139;D-carte;Services de communication;10/2021
C1140;Wassali;Business Software;10/2021
C1141;Artalk;Marketplace;10/2021
C1142;Log'In;Mobility;10/2021
C1143;PROTABAR COM;FoodTech & New Food;10/2021
C1144;ROBODOT;Advanced Manufacturing & Industry;10/2021
C1145;Les Ateliers de Yallaa;Social Business;10/2021
C1146;Z-Partners;Business Software;10/2021
C1147;Click and Win;Services de communication;10/2021
C1148;WASSALNI EXPRESS;Mobility;10/2021
C1149;DIGIZONE;Marketplace;10/2021
C1150;BIONESSANCE;Healthcare & Wellness;11/2021
C1151;Festin/Vetcare;Agritech;11/2021
C1152;WorkPoint / X-Point;Business Software;11/2021
C1153;"""Ahyini""/ développé par la société CBM-EE (nom commercial : cbm eearning)";Environment;11/2021
C1154;Livestore;Marketplace;11/2021
C1155;e-health.tn;Healthcare & Wellness;11/2021
C1156;Xchange Advisor;Fintech;11/2021
C1157;Chosa;Business Software;11/2021
C1158;InspireTech;Advanced Manufacturing & Industry;11/2021
C1159;Myflix;Business Software;11/2021
C1160;Rouet;Marketplace;11/2021
C1161;Coachini;Marketplace;11/2021
C1162;Farkito;Marketplace;11/2021
C1163;Smart Detection;Agritech;11/2021
C1164;LegalTech.tn;Legal Tech;11/2021
C1165;Rezervini;Business Software;11/2021
C1166;Digital Health Services & Solutions;Healthcare & Wellness;11/2021
C1167;yosri ben salah;EdTech;11/2021
C1168;Vardoc;Healthcare & Wellness;11/2021
C1169;Halonursery;Agritech;11/2021
C1170;IGREEN;Environment;11/2021
C1171;SOLFA;Healthcare & Wellness;11/2021
C1172;PICTUS CO;Services de communication;11/2021
C1173;TAMMANI;Healthcare & Wellness;11/2021
C1174;BOXSTAGE;Creative industry;11/2021
C1175;Biocare Health;Healthcare & Wellness;11/2021
C1176;Zriba SPA Thermoludism & Wellness;Healthcare & Wellness;11/2021
C1177;Falta cycling;Mobility;11/2021
C1178;MC SCALE UP;Creative industry;11/2021
C1179;Thbet behi;Business Software;11/2021
C1180;New Derby;Creative industry;11/2021
C1181;Funڨi;FoodTech & New Food;11/2021
C1182;FranchiseLab;Business Software;11/2021
C1183;ebniecolo.tn;Environment;11/2021
C1184;Elastic-Solutions;Agritech;11/2021
C1185;EASYSHIP;Mobility;11/2021
C1186;RAJJA3 FLOUSSEK;Business Software;11/2021
